Item ID,Title,Entity,Studio,Total,PPM,Rental,Download,Stream for Life,Scenes,Unlimited
4788930,Twerk Fest Threesome,"All Media Group, LLC",Rome Major Clips,$1.36,$0.00,$0.00,$0.00,$0.00,$0.00,$1.36
4770225,Waiting for Daddy Major,"All Media Group, LLC",Rome Major Clips,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.04
2798035,Addicted to Anal,"All Media Group, LLC",Simply Anal,$3.08,$0.24,$0.00,$0.00,$0.00,$2.54,$0.30
2797823,All Girl Anal Amateurs,"All Media Group, LLC",Simply Anal,$1.17,$0.07,$0.00,$0.00,$0.00,$0.82,$0.27
2729746,Anal Aphrodites,"All Media Group, LLC",Simply Anal,$1.93,$0.00,$0.00,$0.00,$0.00,$1.65,$0.28
3095412,Anal Temptation,"All Media Group, LLC",Simply Anal,$0.92,$0.04,$0.00,$0.00,$0.00,$0.75,$0.13
2703166,Craving Anal,"All Media Group, LLC",Simply Anal,$1.06,$0.00,$0.00,$0.00,$0.00,$0.90,$0.16
2706263,Fixated on Anal,"All Media Group, LLC",Simply Anal,$0.84,$0.00,$0.00,$0.00,$0.00,$0.68,$0.17
2703089,Invitation to Anal,"All Media Group, LLC",Simply Anal,$1.83,$0.10,$0.00,$0.00,$0.00,$1.64,$0.08
3222373,3-Way Anal Parlay,"All Media Group, LLC",TYJAM,$1.93,$0.04,$0.00,$0.00,$0.00,$1.57,$0.33
3222582,"Big, Real & Bouncy Tits","All Media Group, LLC",TYJAM,$0.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.41
3282315,Cute Cock Lovers,"All Media Group, LLC",TYJAM,$1.80,$0.14,$0.00,$0.00,$0.00,$1.50,$0.16
3277932,Sexiest Boobs,"All Media Group, LLC",TYJAM,$3.20,$0.49,$0.00,$0.00,$0.00,$2.49,$0.22
3663517,Wet Ass Pussy,"All Media Group, LLC",TYJAM,$3.88,$0.07,$0.00,$0.00,$1.50,$1.87,$0.44
3277799,Wild Black & White Fucking,"All Media Group, LLC",TYJAM,$8.40,$0.07,$0.00,$3.30,$3.00,$1.72,$0.31
3222579,Young Natural & Hairy,"All Media Group, LLC",TYJAM,$0.31,$0.24,$0.00,$0.00,$0.00,$0.00,$0.06
3038862,Bigger Is Better,"All Media Group, LLC",We Like To Suck,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3111904,Cock Hunger,"All Media Group, LLC",We Like To Suck,$0.86,$0.00,$0.00,$0.00,$0.00,$0.60,$0.26
3056382,Cum In My Mouth,"All Media Group, LLC",We Like To Suck,$0.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.03
2703197,My Fixation for Sex,"All Media Group, LLC",We Like To Suck,$3.46,$0.04,$0.00,$0.00,$1.65,$1.72,$0.06
2703208,Perfect Pairs,"All Media Group, LLC",We Like To Suck,$0.06,$0.04,$0.00,$0.00,$0.00,$0.00,$0.02
